customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
Winfield Cattini,Negative,,10/20/2020,Billing Question,El Paso,Texas,Chatbot,Within SLA,41,Los Angeles/CA
Orly Gustus,Positive,,10/19/2020,Billing Question,Fort Pierce,Florida,Call-Center,Within SLA,34,Denver/CO
Virgil Lownes,Neutral,,10/29/2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Within SLA,40,Denver/CO
Walsh Dominico,Neutral,,10/18/2020,Billing Question,Seattle,Washington,Web,Within SLA,14,Los Angeles/CA
Kleon Pringley,Very Positive,,10/27/2020,Billing Question,Plano,Texas,Call-Center,Within SLA,26,Los Angeles/CA
Emelda Addionizio,Negative,,10/30/2020,Payments,San Jose,California,Call-Center,Below SLA,44,Baltimore/MD
Haily Ivory,Neutral,6,10/16/2020,Service Outage,Sioux Falls,South Dakota,Chatbot,Within SLA,28,Chicago/IL
Marybelle Sinton,Neutral,6,10/29/2020,Service Outage,Glendale,Arizona,Web,Below SLA,27,Los Angeles/CA
Vin Razzell,Negative,,10/22/2020,Billing Question,Detroit,Michigan,Email,Within SLA,28,Baltimore/MD
Zara Pedwell,Neutral,,10-05-2020,Billing Question,Kansas City,Missouri,Call-Center,Below SLA,25,Los Angeles/CA
Lissie Beckley,Very Negative,1,10-07-2020,Payments,Evansville,Indiana,Call-Center,Within SLA,27,Los Angeles/CA
Maddy Mellonby,Very Positive,9,10/28/2020,Billing Question,Oklahoma City,Oklahoma,Web,Within SLA,29,Denver/CO
Tabbitha Mendenhall,Negative,6,10/25/2020,Service Outage,Southfield,Michigan,Chatbot,Above SLA,5,Los Angeles/CA
Son Penrith,Very Negative,3,10/29/2020,Billing Question,Charlotte,North Carolina,Call-Center,Below SLA,24,Los Angeles/CA
Jania Cowcha,Neutral,,10/22/2020,Service Outage,Colorado Springs,Colorado,Chatbot,Within SLA,36,Los Angeles/CA
Erica Drayn,Negative,5,10-10-2020,Billing Question,Saint Louis,Missouri,Email,Within SLA,18,Los Angeles/CA
Clem Gannicleff,Neutral,,10/17/2020,Billing Question,Pittsburgh,Pennsylvania,Email,Within SLA,33,Baltimore/MD
Zared Skerman,Neutral,,10-03-2020,Payments,Arlington,Virginia,Call-Center,Within SLA,7,Los Angeles/CA
Danna Leber,Negative,6,10/25/2020,Billing Question,Elmira,New York,Email,Below SLA,14,Baltimore/MD
Gilemette Chastang,Very Negative,,10/15/2020,Billing Question,Bowie,Maryland,Chatbot,Within SLA,32,Chicago/IL
Sig Eppson,Neutral,,10-01-2020,Billing Question,Corpus Christi,Texas,Chatbot,Within SLA,9,Baltimore/MD
Sherry Haquard,Very Positive,,10/24/2020,Billing Question,Atlanta,Georgia,Chatbot,Below SLA,9,Baltimore/MD
Alano Nemchinov,Negative,,10-01-2020,Billing Question,Cincinnati,Ohio,Call-Center,Within SLA,26,Chicago/IL
Ricky Readhead,Very Positive,,10-08-2020,Billing Question,Grand Junction,Colorado,Web,Within SLA,21,Los Angeles/CA
Baily Harcourt,Negative,,10/20/2020,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Within SLA,43,Baltimore/MD
Manya Wahncke,Very Positive,,10/22/2020,Payments,Lexington,Kentucky,Call-Center,Below SLA,38,Los Angeles/CA
Emmerich Passey,Very Negative,,10-09-2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Below SLA,6,Los Angeles/CA
Tulley Paff,Negative,,10/28/2020,Billing Question,Pasadena,California,Chatbot,Within SLA,19,Baltimore/MD
Raymund Hamblington,Neutral,8,10-03-2020,Billing Question,Springfield,Massachusetts,Chatbot,Within SLA,11,Baltimore/MD
Justinn Sawer,Neutral,6,10/29/2020,Billing Question,Atlanta,Georgia,Web,Above SLA,34,Los Angeles/CA
Florentia Lomas,Negative,,10-05-2020,Billing Question,New York City,New York,Call-Center,Within SLA,5,Chicago/IL
Gaspard Mollon,Very Negative,,10-05-2020,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,43,Baltimore/MD
Austen Tufts,Neutral,,10/30/2020,Billing Question,Houston,Texas,Web,Below SLA,42,Los Angeles/CA
Pavla Ivett,Negative,,10/20/2020,Billing Question,Jamaica,New York,Web,Within SLA,6,Chicago/IL
Hailee Boleyn,Negative,6,10/21/2020,Payments,Birmingham,Alabama,Call-Center,Above SLA,24,Los Angeles/CA
Sonia Paggitt,Negative,,10-01-2020,Service Outage,Columbia,South Carolina,Chatbot,Within SLA,43,Baltimore/MD
Elysia Perigoe,Negative,,10/24/2020,Billing Question,Mountain View,California,Web,Within SLA,39,Los Angeles/CA
Karrah Mughal,Very Negative,,10-03-2020,Service Outage,Kansas City,Missouri,Chatbot,Within SLA,30,Chicago/IL
Yolane Tunny,Very Positive,,10-01-2020,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,19,Los Angeles/CA
Elli Mackleden,Very Positive,,10/25/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,10,Chicago/IL
Nariko Glowacz,Very Positive,,10/14/2020,Billing Question,Arlington,Texas,Call-Center,Within SLA,26,Los Angeles/CA
Annmaria Yablsley,Negative,,10/18/2020,Billing Question,Chicago,Illinois,Chatbot,Within SLA,33,Los Angeles/CA
Minerva Shade,Very Positive,10,10/17/2020,Payments,Houston,Texas,Call-Center,Below SLA,21,Baltimore/MD
Vito Cook,Positive,,10-10-2020,Billing Question,Madison,Wisconsin,Email,Below SLA,12,Los Angeles/CA
Annabelle Jiggen,Positive,,10/24/2020,Billing Question,Philadelphia,Pennsylvania,Email,Within SLA,38,Chicago/IL
Callida Mattheus,Neutral,,10/28/2020,Billing Question,Reston,Virginia,Chatbot,Above SLA,38,Chicago/IL
Lowell Maypother,Very Negative,,10/26/2020,Billing Question,Denver,Colorado,Email,Within SLA,36,Los Angeles/CA
Tybi Jellis,Positive,,10-08-2020,Billing Question,Mansfield,Ohio,Email,Above SLA,21,Baltimore/MD
Carlee McKeurtan,Very Positive,9,10/20/2020,Billing Question,Springfield,Massachusetts,Call-Center,Above SLA,26,Chicago/IL
Michail Groneway,Neutral,7,10-05-2020,Billing Question,Indianapolis,Indiana,Call-Center,Below SLA,7,Los Angeles/CA
Tyrus Tomaskov,Negative,,10/19/2020,Billing Question,Sacramento,California,Chatbot,Below SLA,12,Denver/CO
Miguelita Eddowes,Very Negative,3,10/23/2020,Billing Question,Tampa,Florida,Call-Center,Within SLA,28,Los Angeles/CA
Chrissy Thieme,Very Positive,9,10-09-2020,Billing Question,Saint Petersburg,Florida,Chatbot,Within SLA,15,Los Angeles/CA
Carma Goldin,Neutral,,10/23/2020,Billing Question,Virginia Beach,Virginia,Web,Within SLA,25,Baltimore/MD
Domenic Preto,Very Positive,9,10/14/2020,Payments,Colorado Springs,Colorado,Call-Center,Below SLA,9,Los Angeles/CA
Gillan Cheeney,Negative,,10/18/2020,Billing Question,Shawnee Mission,Kansas,Email,Within SLA,21,Los Angeles/CA
Maddy Pranger,Positive,,10-06-2020,Billing Question,Meridian,Mississippi,Chatbot,Below SLA,43,Chicago/IL
Bengt Petel,Very Positive,,10-05-2020,Billing Question,Oakland,California,Call-Center,Below SLA,23,Baltimore/MD
Ric Manueau,Very Negative,,10/30/2020,Payments,Norfolk,Virginia,Call-Center,Within SLA,16,Los Angeles/CA
Niel Sline,Negative,,10-01-2020,Payments,Pueblo,Colorado,Call-Center,Within SLA,25,Baltimore/MD
Annabela Edmondson,Negative,,10/30/2020,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,27,Los Angeles/CA
Cassandra Sanham,Neutral,,10/26/2020,Billing Question,Nashville,Tennessee,Email,Within SLA,15,Chicago/IL
Miles Shalcras,Very Negative,1,10/22/2020,Billing Question,Johnstown,Pennsylvania,Call-Center,Within SLA,41,Los Angeles/CA
Alberik Penswick,Neutral,6,10/14/2020,Billing Question,Maple Plain,Minnesota,Chatbot,Within SLA,41,Baltimore/MD
Templeton Geipel,Negative,,10/28/2020,Billing Question,Saint Paul,Minnesota,Chatbot,Below SLA,25,Baltimore/MD
Sibyl Dowsey,Neutral,,10/25/2020,Payments,Clearwater,Florida,Call-Center,Within SLA,22,Los Angeles/CA
Roddy Jery,Positive,,10/24/2020,Billing Question,Hollywood,Florida,Chatbot,Within SLA,5,Baltimore/MD
Cosme Flemmich,Negative,,10/14/2020,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,38,Baltimore/MD
Dolley Timmes,Positive,7,10/21/2020,Billing Question,Little Rock,Arkansas,Web,Within SLA,33,Los Angeles/CA
Anna-diane Fashion,Positive,9,10-05-2020,Service Outage,Birmingham,Alabama,Chatbot,Within SLA,6,Chicago/IL
Tiertza Cortes,Very Positive,9,10/19/2020,Service Outage,Washington,District of Columbia,Web,Within SLA,16,Los Angeles/CA
Winna Kirman,Very Negative,3,10/28/2020,Billing Question,Madison,Wisconsin,Call-Center,Below SLA,44,Baltimore/MD
Rena Varley,Very Negative,1,10-03-2020,Billing Question,Dayton,Ohio,Web,Within SLA,16,Los Angeles/CA
Dolorita Cape,Negative,6,10/18/2020,Billing Question,Washington,District of Columbia,Web,Below SLA,22,Chicago/IL
Andi Chicco,Positive,,10/16/2020,Billing Question,Sterling,Virginia,Web,Within SLA,41,Baltimore/MD
Celinda Keetley,Negative,5,10-09-2020,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,27,Chicago/IL
Christophorus Anstee,Neutral,,10/23/2020,Billing Question,Las Vegas,Nevada,Email,Within SLA,20,Baltimore/MD
Kennett Dimitriou,Positive,8,10-05-2020,Billing Question,Pittsburgh,Pennsylvania,Web,Below SLA,30,Los Angeles/CA
Andreana Cayet,Positive,,10/15/2020,Billing Question,Bakersfield,California,Chatbot,Within SLA,45,Los Angeles/CA
Moise Milburn,Negative,,10-10-2020,Billing Question,Fresno,California,Web,Above SLA,44,Los Angeles/CA
Annetta Wheble,Negative,,10/27/2020,Billing Question,Sacramento,California,Call-Center,Within SLA,43,Chicago/IL
Matteo Norgate,Neutral,,10/23/2020,Payments,Sarasota,Florida,Call-Center,Below SLA,20,Chicago/IL
Trevar Sawers,Negative,,10-01-2020,Service Outage,Sacramento,California,Email,Within SLA,23,Chicago/IL
Kattie Pothecary,Neutral,,10/15/2020,Billing Question,Shreveport,Louisiana,Call-Center,Below SLA,36,Baltimore/MD
Nerita Casetta,Very Negative,,10-01-2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,16,Baltimore/MD
Rianon Rother,Negative,,10-12-2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,12,Baltimore/MD
Frank Brozsset,Neutral,,10/27/2020,Service Outage,Colorado Springs,Colorado,Web,Within SLA,31,Baltimore/MD
Gardner McGarvie,Very Negative,1,10/20/2020,Service Outage,Naples,Florida,Chatbot,Within SLA,9,Los Angeles/CA
Claretta Blincow,Negative,4,10-08-2020,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,45,Baltimore/MD
Carlye Palmar,Negative,,10/16/2020,Billing Question,Austin,Texas,Chatbot,Within SLA,12,Los Angeles/CA
Marlin Snaden,Neutral,,10/27/2020,Billing Question,New York City,New York,Call-Center,Within SLA,27,Los Angeles/CA
Fannie Chatfield,Negative,4,10-05-2020,Billing Question,Metairie,Louisiana,Web,Below SLA,41,Los Angeles/CA
Alie Longfut,Very Positive,,10-01-2020,Billing Question,Monticello,Minnesota,Call-Center,Within SLA,14,Baltimore/MD
Arleta Eilhart,Negative,,10/18/2020,Payments,Pasadena,California,Call-Center,Below SLA,28,Los Angeles/CA
Zoe Roots,Negative,,10/22/2020,Service Outage,Pittsburgh,Pennsylvania,Chatbot,Below SLA,21,Chicago/IL
Vanny Lishmund,Positive,8,10-07-2020,Service Outage,Reading,Pennsylvania,Email,Within SLA,43,Los Angeles/CA
Ketti Gladbach,Negative,,10-03-2020,Billing Question,New York City,New York,Chatbot,Below SLA,26,Baltimore/MD
Yevette Bril,Negative,,10-04-2020,Billing Question,Harrisburg,Pennsylvania,Web,Within SLA,14,Los Angeles/CA
Theobald Elmer,Negative,4,10/21/2020,Billing Question,Las Vegas,Nevada,Call-Center,Within SLA,33,Chicago/IL
Ursala O'Noulane,Neutral,,10/17/2020,Payments,Jeffersonville,Indiana,Call-Center,Below SLA,11,Denver/CO
Stephannie Kreuzer,Negative,,10/13/2020,Billing Question,Atlanta,Georgia,Chatbot,Within SLA,9,Los Angeles/CA
Harwilll Farlow,Negative,4,10/25/2020,Billing Question,White Plains,New York,Web,Above SLA,45,Chicago/IL
Duane Earley,Very Negative,4,10/27/2020,Service Outage,Boca Raton,Florida,Chatbot,Within SLA,27,Los Angeles/CA
Kendrick Doumenc,Negative,5,10-05-2020,Billing Question,Washington,District of Columbia,Email,Within SLA,29,Baltimore/MD
Lelah Pipkin,Very Positive,10,10/17/2020,Billing Question,Lansing,Michigan,Web,Within SLA,36,Baltimore/MD
Morena Porch,Negative,,10/23/2020,Billing Question,Anchorage,Alaska,Chatbot,Within SLA,22,Los Angeles/CA
Lindy Zute,Very Negative,4,10-02-2020,Billing Question,Fresno,California,Chatbot,Within SLA,36,Los Angeles/CA
Durward Breddy,Very Negative,,10/20/2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Below SLA,20,Baltimore/MD
Lexine Brotherhood,Very Negative,2,10/16/2020,Billing Question,Silver Spring,Maryland,Email,Below SLA,23,Los Angeles/CA
Ede Malenfant,Neutral,,10/17/2020,Billing Question,Montpelier,Vermont,Web,Below SLA,24,Baltimore/MD
Archy Toffanini,Negative,5,10-10-2020,Billing Question,Atlanta,Georgia,Call-Center,Above SLA,26,Baltimore/MD
Noak Guillem,Negative,6,10/18/2020,Billing Question,Longview,Texas,Call-Center,Within SLA,39,Baltimore/MD
Brit Lamb-shine,Positive,8,10/20/2020,Billing Question,Austin,Texas,Web,Within SLA,9,Los Angeles/CA
Guglielma Nucator,Very Negative,,10/15/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,24,Baltimore/MD
Agace Rossiter,Very Negative,,10/24/2020,Billing Question,Canton,Ohio,Call-Center,Within SLA,14,Baltimore/MD
Easter Caldeiro,Neutral,,10/20/2020,Billing Question,Portland,Oregon,Chatbot,Above SLA,19,Baltimore/MD
Arv Revie,Positive,,10-08-2020,Payments,Fort Lauderdale,Florida,Call-Center,Below SLA,7,Baltimore/MD
Thorsten Lightbourn,Neutral,,10-08-2020,Billing Question,Dallas,Texas,Web,Below SLA,10,Baltimore/MD
Augustina Thresher,Very Negative,,10/19/2020,Service Outage,Bridgeport,Connecticut,Email,Below SLA,34,Los Angeles/CA
Alane Levine,Negative,,10/24/2020,Billing Question,Topeka,Kansas,Call-Center,Within SLA,23,Los Angeles/CA
Artemus Stanhope,Neutral,7,10-07-2020,Billing Question,Staten Island,New York,Call-Center,Below SLA,9,Baltimore/MD
Levin Tittershill,Very Negative,,10-10-2020,Billing Question,San Francisco,California,Call-Center,Below SLA,30,Chicago/IL
Britta Culp,Very Negative,2,10/20/2020,Service Outage,Washington,District of Columbia,Web,Within SLA,43,Los Angeles/CA
Theresa Bouskill,Very Negative,3,10/29/2020,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,41,Baltimore/MD
Sara-ann Yelland,Negative,4,10/17/2020,Billing Question,Petaluma,California,Chatbot,Above SLA,26,Los Angeles/CA
Merell Jacobi,Negative,,10/27/2020,Payments,Baltimore,Maryland,Call-Center,Within SLA,45,Chicago/IL
Tremain Shute,Negative,,10/19/2020,Billing Question,Pocatello,Idaho,Web,Below SLA,23,Los Angeles/CA
Wyndham Bernhardi,Neutral,5,10/29/2020,Billing Question,Naples,Florida,Email,Within SLA,28,Los Angeles/CA
Florian Whoolehan,Very Positive,,10-10-2020,Billing Question,Honolulu,Hawaii,Call-Center,Within SLA,18,Los Angeles/CA
Granthem MacManus,Very Positive,,10-09-2020,Billing Question,Houston,Texas,Call-Center,Within SLA,23,Baltimore/MD
Cesar Dransfield,Neutral,,10-03-2020,Billing Question,Berkeley,California,Email,Within SLA,20,Chicago/IL
Osborne Butte,Very Negative,,10/28/2020,Service Outage,Tucson,Arizona,Email,Within SLA,33,Los Angeles/CA
Dewie Simao,Neutral,8,10-02-2020,Payments,Monroe,Louisiana,Call-Center,Within SLA,24,Denver/CO
Nicoline Iskowitz,Very Positive,10,10/17/2020,Billing Question,Bronx,New York,Email,Within SLA,45,Chicago/IL
Myrna Whittlesea,Very Negative,3,10/28/2020,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,32,Chicago/IL
Eziechiele McIlwreath,Neutral,,10-02-2020,Billing Question,Houston,Texas,Call-Center,Within SLA,39,Los Angeles/CA
Michal Chatelet,Neutral,,10/15/2020,Billing Question,Newark,Delaware,Email,Below SLA,43,Chicago/IL
Kaylee Drinnan,Neutral,,10-07-2020,Payments,Shawnee Mission,Kansas,Call-Center,Within SLA,22,Los Angeles/CA
Kayle Wenderott,Neutral,5,10/20/2020,Service Outage,Raleigh,North Carolina,Web,Within SLA,12,Baltimore/MD
Gareth Tackett,Negative,,10/13/2020,Service Outage,Saint Petersburg,Florida,Email,Below SLA,42,Los Angeles/CA
Ophelie Puvia,Very Positive,10,10-09-2020,Service Outage,Bethlehem,Pennsylvania,Chatbot,Above SLA,23,Baltimore/MD
Jerrilyn Blackesland,Very Negative,,10-12-2020,Billing Question,San Diego,California,Web,Within SLA,29,Baltimore/MD
Erica Pic,Neutral,,10-07-2020,Billing Question,Knoxville,Tennessee,Email,Within SLA,5,Baltimore/MD
Raphael Haythorn,Very Negative,,10-10-2020,Service Outage,Salt Lake City,Utah,Chatbot,Below SLA,14,Los Angeles/CA
Demetris Outright,Negative,3,10/27/2020,Billing Question,Birmingham,Alabama,Web,Below SLA,22,Chicago/IL
Cassaundra Nowakowska,Positive,,10/30/2020,Billing Question,Vero Beach,Florida,Web,Within SLA,5,Baltimore/MD
Cherin Emmison,Neutral,7,10-03-2020,Payments,Kansas City,Missouri,Call-Center,Within SLA,28,Denver/CO
Gregg Weight,Neutral,,10/30/2020,Billing Question,Los Angeles,California,Call-Center,Below SLA,21,Chicago/IL
Howie Georgeon,Negative,,10/14/2020,Billing Question,Toledo,Ohio,Email,Below SLA,5,Los Angeles/CA
Brandise Goaley,Positive,7,10/16/2020,Billing Question,Carson City,Nevada,Web,Within SLA,9,Chicago/IL
Benedetta Iorizzo,Neutral,,10-03-2020,Billing Question,Chicago,Illinois,Email,Within SLA,29,Los Angeles/CA
Olly Sill,Very Positive,,10/15/2020,Service Outage,Roanoke,Virginia,Chatbot,Below SLA,24,Los Angeles/CA
Hervey Corbally,Neutral,6,10/19/2020,Service Outage,Saint Petersburg,Florida,Chatbot,Within SLA,13,Denver/CO
Byrom Bramsen,Negative,5,10/30/2020,Billing Question,Young America,Minnesota,Call-Center,Within SLA,35,Los Angeles/CA
Vanya Gothrup,Very Negative,2,10/24/2020,Billing Question,Montgomery,Alabama,Call-Center,Below SLA,29,Chicago/IL
Christy Cicchelli,Negative,,10-01-2020,Service Outage,Akron,Ohio,Web,Within SLA,14,Los Angeles/CA
Forester Lowman,Neutral,5,10/22/2020,Billing Question,Roanoke,Virginia,Web,Below SLA,25,Chicago/IL
Adah Edelston,Negative,,10/20/2020,Billing Question,El Paso,Texas,Chatbot,Below SLA,8,Denver/CO
Kissiah Vankov,Very Negative,,10/24/2020,Service Outage,Young America,Minnesota,Chatbot,Below SLA,40,Baltimore/MD
Adriana Tellenbrok,Negative,,10/13/2020,Payments,Durham,North Carolina,Call-Center,Below SLA,9,Los Angeles/CA
Umeko Fletcher,Negative,,10-02-2020,Billing Question,Galveston,Texas,Email,Within SLA,25,Baltimore/MD
Maxim Skelcher,Very Negative,,10/14/2020,Billing Question,Springfield,Massachusetts,Email,Within SLA,14,Los Angeles/CA
Carina Stanbridge,Very Positive,9,10/17/2020,Billing Question,Shreveport,Louisiana,Call-Center,Within SLA,8,Los Angeles/CA
Salvidor Taylot,Neutral,,10/24/2020,Billing Question,Flint,Michigan,Email,Within SLA,21,Los Angeles/CA
Jessika Reignolds,Positive,7,10-09-2020,Billing Question,Houston,Texas,Email,Above SLA,8,Baltimore/MD
Tricia Ettritch,Negative,4,10/13/2020,Billing Question,Oakland,California,Email,Within SLA,30,Los Angeles/CA
Kacie Roberti,Neutral,8,10-10-2020,Service Outage,Sacramento,California,Chatbot,Within SLA,30,Los Angeles/CA
Waiter Elijahu,Positive,,10/22/2020,Billing Question,New York City,New York,Web,Below SLA,9,Chicago/IL
Jill Merricks,Negative,,10-05-2020,Service Outage,Roanoke,Virginia,Chatbot,Within SLA,8,Baltimore/MD
Jessalyn Jacobowitz,Negative,3,10/21/2020,Billing Question,Olympia,Washington,Chatbot,Below SLA,38,Los Angeles/CA
Darryl Norheny,Negative,,10/22/2020,Billing Question,Fort Worth,Texas,Web,Below SLA,5,Chicago/IL
Rubin Jeacop,Negative,,10/15/2020,Billing Question,Burbank,California,Call-Center,Within SLA,39,Baltimore/MD
Kaylee Bulcock,Very Positive,,10/30/2020,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,31,Los Angeles/CA
Janene Scales,Neutral,,10/15/2020,Billing Question,Peoria,Illinois,Email,Above SLA,43,Baltimore/MD
Bendix Goodbur,Neutral,5,10-10-2020,Billing Question,Seattle,Washington,Web,Below SLA,7,Denver/CO
Judas Lowrey,Positive,,10/28/2020,Service Outage,Tampa,Florida,Email,Within SLA,41,Los Angeles/CA
Tamqrah Dedham,Very Positive,,10/28/2020,Billing Question,Tyler,Texas,Email,Within SLA,28,Los Angeles/CA
Gilbertina Calender,Very Negative,,10/26/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,7,Baltimore/MD
Solly Rochewell,Very Positive,,10/14/2020,Billing Question,Kansas City,Kansas,Web,Below SLA,29,Denver/CO
Lock Challender,Neutral,5,10/17/2020,Billing Question,Mountain View,California,Call-Center,Within SLA,34,Chicago/IL
Phylys McCuffie,Neutral,7,10/13/2020,Billing Question,Atlanta,Georgia,Email,Below SLA,26,Los Angeles/CA
Gloria O'Heneghan,Very Positive,10,10/18/2020,Payments,Savannah,Georgia,Call-Center,Within SLA,39,Baltimore/MD
